#:t M1mx M1my M1mz
382.25 0.998884 0.0404874 0.0243347
382.3 0.998885 0.0403455 0.024525
382.35 0.998886 0.0402028 0.0247144
382.4 0.998887 0.0400591 0.0249031
382.45 0.998888 0.0399146 0.025091
382.5 0.998889 0.0397692 0.025278
382.55 0.99889 0.0396229 0.0254642
382.6 0.998891 0.0394758 0.0256496
382.65 0.998892 0.0393279 0.0258342
382.7 0.998893 0.039179 0.0260179
382.75 0.998895 0.0390294 0.0262008
382.8 0.998896 0.0388789 0.0263829
382.85 0.998897 0.0387276 0.0265641
382.9 0.998898 0.0385754 0.0267445
382.95 0.998899 0.0384224 0.026924
383.0 0.9989 0.0382686 0.0271027
383.05 0.998901 0.038114 0.0272805
383.1 0.998902 0.0379585 0.0274574
383.15 0.998903 0.0378023 0.0276335
383.2 0.998904 0.0376452 0.0278087
383.25 0.998905 0.0374874 0.027983
383.3 0.998906 0.0373287 0.0281565
383.35 0.998907 0.0371693 0.0283291
383.4 0.998908 0.0370091 0.0285008
383.45 0.998909 0.0368481 0.0286716
383.5 0.998911 0.0366864 0.0288415
383.55 0.998912 0.0365238 0.0290105
383.6 0.998913 0.0363605 0.0291787
383.65 0.998914 0.0361965 0.0293459
383.7 0.998915 0.0360317 0.0295122
383.75 0.998916 0.0358661 0.0296776
383.8 0.998917 0.0356998 0.0298421
383.85 0.998918 0.0355328 0.0300057
383.9 0.998919 0.035365 0.0301684
383.95 0.99892 0.0351965 0.0303302
384.0 0.998921 0.0350272 0.030491
384.05 0.998922 0.0348573 0.0306509
384.1 0.998923 0.0346866 0.0308099
384.15 0.998924 0.0345153 0.0309679
384.2 0.998925 0.0343432 0.031125
384.25 0.998926 0.0341704 0.0312812
384.3 0.998927 0.0339969 0.0314364
384.35 0.998928 0.0338228 0.0315907
384.4 0.998929 0.0336479 0.031744
384.45 0.998931 0.0334724 0.0318964
384.5 0.998932 0.0332962 0.0320479
384.55 0.998933 0.0331193 0.0321983
384.6 0.998934 0.0329418 0.0323478
384.65 0.998935 0.0327636 0.0324964
384.7 0.998936 0.0325847 0.032644
384.75 0.998937 0.0324052 0.0327906
384.8 0.998938 0.0322251 0.0329362
384.85 0.998939 0.0320443 0.0330809
384.9 0.99894 0.0318629 0.0332246
384.95 0.998941 0.0316809 0.0333673
385.0 0.998942 0.0314982 0.0335091
385.05 0.998943 0.0313149 0.0336498
385.1 0.998944 0.031131 0.0337896
385.15 0.998945 0.0309465 0.0339284
385.2 0.998946 0.0307614 0.0340662
385.25 0.998947 0.0305757 0.0342029
385.3 0.998948 0.0303895 0.0343387
385.35 0.998949 0.0302026 0.0344735
385.4 0.99895 0.0300151 0.0346073
385.45 0.998951 0.0298271 0.0347401
385.5 0.998952 0.0296385 0.0348719
385.55 0.998953 0.0294493 0.0350027
385.6 0.998954 0.0292596 0.0351324
385.65 0.998955 0.0290693 0.0352612
385.7 0.998956 0.0288785 0.0353889
385.75 0.998957 0.0286871 0.0355156
385.8 0.998958 0.0284952 0.0356413
385.85 0.998959 0.0283028 0.035766
385.9 0.99896 0.0281098 0.0358897
385.95 0.998961 0.0279163 0.0360123
386.0 0.998962 0.0277223 0.0361339
386.05 0.998963 0.0275278 0.0362544
386.1 0.998964 0.0273328 0.036374
386.15 0.998965 0.0271373 0.0364925
386.2 0.998966 0.0269413 0.0366099
386.25 0.998967 0.0267447 0.0367263
386.3 0.998968 0.0265478 0.0368417
386.35 0.998969 0.0263503 0.036956
386.4 0.99897 0.0261523 0.0370693
386.45 0.998971 0.0259539 0.0371816
386.5 0.998972 0.0257551 0.0372928
386.55 0.998973 0.0255557 0.0374029
386.6 0.998974 0.025356 0.037512
386.65 0.998975 0.0251557 0.0376201
386.7 0.998976 0.0249551 0.0377271
386.75 0.998977 0.024754 0.037833
386.8 0.998978 0.0245524 0.0379379
386.85 0.998979 0.0243505 0.0380417
386.9 0.99898 0.0241481 0.0381444
386.95 0.998981 0.0239453 0.0382461
387.0 0.998982 0.0237421 0.0383467
387.05 0.998983 0.0235385 0.0384463
387.1 0.998984 0.0233345 0.0385448
387.15 0.998985 0.0231302 0.0386422
387.2 0.998986 0.0229254 0.0387385
387.25 0.998987 0.0227203 0.0388338
387.3 0.998988 0.0225147 0.038928
387.35 0.998989 0.0223089 0.0390211
387.4 0.99899 0.0221026 0.0391132
387.45 0.998991 0.021896 0.0392042
387.5 0.998992 0.021689 0.0392941
387.55 0.998993 0.0214817 0.0393829
387.6 0.998994 0.0212741 0.0394706
387.65 0.998995 0.0210661 0.0395573
387.7 0.998996 0.0208578 0.0396428
387.75 0.998997 0.0206492 0.0397273
387.8 0.998998 0.0204402 0.0398107
387.85 0.998999 0.020231 0.039893
387.9 0.999 0.0200214 0.0399743
387.95 0.999001 0.0198115 0.0400544
388.0 0.999002 0.0196013 0.0401335
388.05 0.999003 0.0193909 0.0402114
388.1 0.999004 0.0191801 0.0402883
388.15 0.999005 0.0189691 0.0403641
388.2 0.999006 0.0187578 0.0404387
388.25 0.999007 0.0185463 0.0405123
388.3 0.999008 0.0183344 0.0405848
388.35 0.999009 0.0181223 0.0406562
388.4 0.99901 0.01791 0.0407265
388.45 0.999011 0.0176974 0.0407957
388.5 0.999012 0.0174846 0.0408638
388.55 0.999013 0.0172716 0.0409309
388.6 0.999014 0.0170583 0.0409968
388.65 0.999015 0.0168448 0.0410616
388.7 0.999016 0.0166311 0.0411253
388.75 0.999017 0.0164171 0.0411879
388.8 0.999017 0.016203 0.0412494
388.85 0.999018 0.0159886 0.0413098
388.9 0.999019 0.0157741 0.0413691
388.95 0.99902 0.0155594 0.0414273
389.0 0.999021 0.0153445 0.0414844
389.05 0.999022 0.0151294 0.0415404
389.1 0.999023 0.0149141 0.0415953
389.15 0.999024 0.0146987 0.0416491
389.2 0.999025 0.0144831 0.0417018
389.25 0.999026 0.0142674 0.0417534
389.3 0.999027 0.0140515 0.0418039
389.35 0.999028 0.0138354 0.0418533
389.4 0.999029 0.0136192 0.0419015
389.45 0.99903 0.0134029 0.0419487
389.5 0.999031 0.0131865 0.0419947
389.55 0.999032 0.0129699 0.0420397
389.6 0.999033 0.0127533 0.0420836
389.65 0.999034 0.0125365 0.0421263
389.7 0.999035 0.0123196 0.0421679
389.75 0.999036 0.0121026 0.0422085
389.8 0.999036 0.0118855 0.0422479
389.85 0.999037 0.0116683 0.0422862
389.9 0.999038 0.0114511 0.0423234
389.95 0.999039 0.0112337 0.0423595
390.0 0.99904 0.0110163 0.0423946
390.05 0.999041 0.0107988 0.0424285
390.1 0.999042 0.0105813 0.0424613
390.15 0.999043 0.0103637 0.042493
390.2 0.999044 0.0101461 0.0425235
390.25 0.999045 0.00992838 0.042553
390.3 0.999046 0.00971066 0.0425814
390.35 0.999047 0.0094929 0.0426087
390.4 0.999048 0.00927511 0.0426349
390.45 0.999049 0.0090573 0.04266
390.5 0.99905 0.00883948 0.0426839
390.55 0.99905 0.00862164 0.0427068
390.6 0.999051 0.0084038 0.0427286
390.65 0.999052 0.00818596 0.0427493
390.7 0.999053 0.00796813 0.0427688
390.75 0.999054 0.0077503 0.0427873
390.8 0.999055 0.00753249 0.0428047
390.85 0.999056 0.00731471 0.042821
390.9 0.999057 0.00709695 0.0428361
390.95 0.999058 0.00687922 0.0428502
391.0 0.999059 0.00666153 0.0428632
391.05 0.99906 0.00644389 0.0428751
391.1 0.999061 0.0062263 0.0428859
391.15 0.999061 0.00600876 0.0428956
391.2 0.999062 0.00579128 0.0429042
391.25 0.999063 0.00557386 0.0429118
391.3 0.999064 0.00535652 0.0429182
391.35 0.999065 0.00513925 0.0429235
391.4 0.999066 0.00492207 0.0429278
391.45 0.999067 0.00470497 0.042931
391.5 0.999068 0.00448796 0.042933
391.55 0.999069 0.00427106 0.042934
391.6 0.99907 0.00405425 0.0429339
391.65 0.999071 0.00383756 0.0429328
391.7 0.999071 0.00362098 0.0429305
391.75 0.999072 0.00340452 0.0429272
391.8 0.999073 0.00318818 0.0429227
391.85 0.999074 0.00297197 0.0429172
391.9 0.999075 0.0027559 0.0429107
391.95 0.999076 0.00253997 0.042903
392.0 0.999077 0.00232419 0.0428943
392.05 0.999078 0.00210856 0.0428845
392.1 0.999079 0.00189308 0.0428736
392.15 0.99908 0.00167777 0.0428616
392.2 0.999081 0.00146262 0.0428486
392.25 0.999081 0.00124765 0.0428345
392.3 0.999082 0.00103285 0.0428193
392.35 0.999083 0.000818238 0.0428031
392.4 0.999084 0.000603814 0.0427858
392.45 0.999085 0.000389583 0.0427675
392.5 0.999086 0.000175551 0.0427481
392.55 0.999087 -3.82769e-05 0.0427276
392.6 0.999088 -0.000251896 0.042706
392.65 0.999089 -0.0004653 0.0426834
392.7 0.999089 -0.000678485 0.0426598
392.75 0.99909 -0.000891445 0.0426351
392.8 0.999091 -0.00110417 0.0426093
392.85 0.999092 -0.00131667 0.0425825
392.9 0.999093 -0.00152892 0.0425547
392.95 0.999094 -0.00174093 0.0425258
393.0 0.999095 -0.00195269 0.0424958
393.05 0.999096 -0.0021642 0.0424648
393.1 0.999096 -0.00237544 0.0424328
393.15 0.999097 -0.00258642 0.0423997
393.2 0.999098 -0.00279712 0.0423656
393.25 0.999099 -0.00300755 0.0423305
393.3 0.9991 -0.0032177 0.0422943
393.35 0.999101 -0.00342757 0.0422571
393.4 0.999102 -0.00363714 0.0422188
393.45 0.999103 -0.00384642 0.0421795
393.5 0.999104 -0.00405539 0.0421392
393.55 0.999104 -0.00426406 0.0420979
393.6 0.999105 -0.00447242 0.0420555
393.65 0.999106 -0.00468047 0.0420122
393.7 0.999107 -0.00488819 0.0419678
393.75 0.999108 -0.00509559 0.0419224
393.8 0.999109 -0.00530265 0.041876
393.85 0.99911 -0.00550938 0.0418285
393.9 0.99911 -0.00571577 0.0417801
393.95 0.999111 -0.00592182 0.0417306
394.0 0.999112 -0.00612751 0.0416802
394.05 0.999113 -0.00633285 0.0416287
394.1 0.999114 -0.00653783 0.0415762
394.15 0.999115 -0.00674245 0.0415228
394.2 0.999116 -0.00694669 0.0414683
394.25 0.999117 -0.00715056 0.0414129
394.3 0.999117 -0.00735406 0.0413564
394.35 0.999118 -0.00755716 0.041299
394.4 0.999119 -0.00775988 0.0412406
394.45 0.99912 -0.00796221 0.0411812
394.5 0.999121 -0.00816414 0.0411208
394.55 0.999122 -0.00836566 0.0410594
394.6 0.999123 -0.00856678 0.0409971
394.65 0.999123 -0.00876749 0.0409338
394.7 0.999124 -0.00896778 0.0408695
394.75 0.999125 -0.00916764 0.0408042
394.8 0.999126 -0.00936708 0.040738
394.85 0.999127 -0.0095661 0.0406708
394.9 0.999128 -0.00976467 0.0406027
394.95 0.999129 -0.00996281 0.0405336
395.0 0.999129 -0.0101605 0.0404635
395.05 0.99913 -0.0103577 0.0403925
395.1 0.999131 -0.0105545 0.0403205
395.15 0.999132 -0.0107509 0.0402476
395.2 0.999133 -0.0109467 0.0401737
395.25 0.999134 -0.0111421 0.0400989
395.3 0.999134 -0.011337 0.0400232
395.35 0.999135 -0.0115315 0.0399465
395.4 0.999136 -0.0117255 0.0398689
395.45 0.999137 -0.011919 0.0397904
395.5 0.999138 -0.012112 0.0397109
395.55 0.999139 -0.0123045 0.0396305
395.6 0.999139 -0.0124965 0.0395492
395.65 0.99914 -0.012688 0.0394669
395.7 0.999141 -0.012879 0.0393838
395.75 0.999142 -0.0130694 0.0392997
395.8 0.999143 -0.0132594 0.0392147
395.85 0.999144 -0.0134489 0.0391288
395.9 0.999144 -0.0136378 0.039042
395.95 0.999145 -0.0138262 0.0389543
396.0 0.999146 -0.0140141 0.0388657
396.05 0.999147 -0.0142014 0.0387763
396.1 0.999148 -0.0143882 0.0386859
396.15 0.999149 -0.0145744 0.0385946
396.2 0.999149 -0.0147601 0.0385025
396.25 0.99915 -0.0149452 0.0384094
396.3 0.999151 -0.0151298 0.0383155
396.35 0.999152 -0.0153138 0.0382207
396.4 0.999153 -0.0154973 0.038125
396.45 0.999154 -0.0156802 0.0380285
396.5 0.999154 -0.0158625 0.0379311
396.55 0.999155 -0.0160442 0.0378329
396.6 0.999156 -0.0162254 0.0377337
396.65 0.999157 -0.0164059 0.0376337
396.7 0.999158 -0.0165859 0.0375329
396.75 0.999159 -0.0167653 0.0374312
396.8 0.999159 -0.0169441 0.0373287
396.85 0.99916 -0.0171222 0.0372253
396.9 0.999161 -0.0172998 0.0371211
396.95 0.999162 -0.0174768 0.0370161
397.0 0.999163 -0.0176531 0.0369102
397.05 0.999163 -0.0178288 0.0368035
397.1 0.999164 -0.018004 0.036696
397.15 0.999165 -0.0181784 0.0365876
397.2 0.999166 -0.0183523 0.0364784
397.25 0.999167 -0.0185255 0.0363685
397.3 0.999168 -0.0186981 0.0362577
397.35 0.999168 -0.0188701 0.0361461
397.4 0.999169 -0.0190414 0.0360336
397.45 0.99917 -0.019212 0.0359204
397.5 0.999171 -0.019382 0.0358064
397.55 0.999172 -0.0195514 0.0356916
397.6 0.999172 -0.0197201 0.035576
397.65 0.999173 -0.0198881 0.0354597
397.7 0.999174 -0.0200554 0.0353425
397.75 0.999175 -0.0202221 0.0352246
397.8 0.999176 -0.0203882 0.0351059
397.85 0.999176 -0.0205535 0.0349864
397.9 0.999177 -0.0207182 0.0348661
397.95 0.999178 -0.0208821 0.0347451
398.0 0.999179 -0.0210454 0.0346234
398.05 0.99918 -0.021208 0.0345008
398.1 0.99918 -0.0213699 0.0343776
398.15 0.999181 -0.0215312 0.0342535
398.2 0.999182 -0.0216917 0.0341288
398.25 0.999183 -0.0218515 0.0340033
398.3 0.999184 -0.0220106 0.033877
398.35 0.999184 -0.022169 0.03375
398.4 0.999185 -0.0223266 0.0336223
398.45 0.999186 -0.0224836 0.0334939
398.5 0.999187 -0.0226398 0.0333647
398.55 0.999188 -0.0227953 0.0332349
398.6 0.999188 -0.0229501 0.0331043
398.65 0.999189 -0.0231042 0.032973
398.7 0.99919 -0.0232575 0.032841
398.75 0.999191 -0.0234101 0.0327083
398.8 0.999192 -0.0235619 0.0325749
398.85 0.999192 -0.023713 0.0324408
398.9 0.999193 -0.0238634 0.0323061
398.95 0.999194 -0.024013 0.0321706
399.0 0.999195 -0.0241619 0.0320345
399.05 0.999195 -0.02431 0.0318977
399.1 0.999196 -0.0244573 0.0317602
399.15 0.999197 -0.0246039 0.031622
399.2 0.999198 -0.0247497 0.0314832
399.25 0.999199 -0.0248948 0.0313437
399.3 0.999199 -0.025039 0.0312036
399.35 0.9992 -0.0251825 0.0310628
399.4 0.999201 -0.0253253 0.0309214
399.45 0.999202 -0.0254672 0.0307793
399.5 0.999202 -0.0256084 0.0306366
399.55 0.999203 -0.0257488 0.0304932
399.6 0.999204 -0.0258884 0.0303492
399.65 0.999205 -0.0260272 0.0302046
399.7 0.999206 -0.0261652 0.0300594
399.75 0.999206 -0.0263024 0.0299136
399.8 0.999207 -0.0264389 0.0297671
399.85 0.999208 -0.0265745 0.02962
399.9 0.999209 -0.0267093 0.0294724
399.95 0.999209 -0.0268433 0.0293241
400.0 0.99921 -0.0269765 0.0291752
400.05 0.999211 -0.0271089 0.0290258
400.1 0.999212 -0.0272405 0.0288757
400.15 0.999213 -0.0273713 0.0287251
400.2 0.999213 -0.0275012 0.0285739
400.25 0.999214 -0.0276304 0.0284221
400.3 0.999215 -0.0277587 0.0282698
400.35 0.999216 -0.0278862 0.0281168
400.4 0.999216 -0.0280128 0.0279634
400.45 0.999217 -0.0281386 0.0278093
400.5 0.999218 -0.0282636 0.0276547
400.55 0.999219 -0.0283878 0.0274996
400.6 0.999219 -0.0285111 0.0273439
400.65 0.99922 -0.0286336 0.0271877
400.7 0.999221 -0.0287552 0.027031
400.75 0.999222 -0.028876 0.0268737
400.8 0.999222 -0.0289959 0.0267159
400.85 0.999223 -0.029115 0.0265575
400.9 0.999224 -0.0292333 0.0263987
400.95 0.999225 -0.0293506 0.0262393
401.0 0.999225 -0.0294672 0.0260795
401.05 0.999226 -0.0295829 0.0259191
401.1 0.999227 -0.0296977 0.0257582
401.15 0.999228 -0.0298116 0.0255969
401.2 0.999228 -0.0299247 0.025435
401.25 0.999229 -0.0300369 0.0252727
401.3 0.99923 -0.0301483 0.0251099
401.35 0.999231 -0.0302588 0.0249466
401.4 0.999231 -0.0303684 0.0247829
401.45 0.999232 -0.0304771 0.0246186
401.5 0.999233 -0.030585 0.0244539
401.55 0.999234 -0.030692 0.0242888
401.6 0.999234 -0.0307981 0.0241232
401.65 0.999235 -0.0309033 0.0239572
401.7 0.999236 -0.0310077 0.0237907
401.75 0.999237 -0.0311111 0.0236237
401.8 0.999237 -0.0312137 0.0234564
401.85 0.999238 -0.0313154 0.0232886
401.9 0.999239 -0.0314162 0.0231204
401.95 0.99924 -0.0315161 0.0229518
402.0 0.99924 -0.0316151 0.0227827
402.05 0.999241 -0.0317132 0.0226132
402.1 0.999242 -0.0318104 0.0224434
402.15 0.999243 -0.0319068 0.0222731
402.2 0.999243 -0.0320022 0.0221025
402.25 0.999244 -0.0320967 0.0219314
402.3 0.999245 -0.0321903 0.02176
402.35 0.999246 -0.0322831 0.0215881
402.4 0.999246 -0.0323749 0.0214159
402.45 0.999247 -0.0324658 0.0212434
402.5 0.999248 -0.0325558 0.0210704
402.55 0.999249 -0.0326448 0.0208971
402.6 0.999249 -0.032733 0.0207234
402.65 0.99925 -0.0328203 0.0205494
402.7 0.999251 -0.0329066 0.0203751
402.75 0.999251 -0.0329921 0.0202003
402.8 0.999252 -0.0330766 0.0200253
402.85 0.999253 -0.0331602 0.0198499
402.9 0.999254 -0.0332429 0.0196742
402.95 0.999254 -0.0333246 0.0194981
403.0 0.999255 -0.0334055 0.0193218
403.05 0.999256 -0.0334854 0.0191451
403.1 0.999257 -0.0335644 0.0189681
403.15 0.999257 -0.0336424 0.0187908
403.2 0.999258 -0.0337196 0.0186132
403.25 0.999259 -0.0337958 0.0184353
403.3 0.999259 -0.0338711 0.0182571
403.35 0.99926 -0.0339455 0.0180786
403.4 0.999261 -0.0340189 0.0178999
403.45 0.999262 -0.0340914 0.0177208
403.5 0.999262 -0.034163 0.0175415
403.55 0.999263 -0.0342336 0.0173619
403.6 0.999264 -0.0343033 0.0171821
403.65 0.999264 -0.0343721 0.017002
403.7 0.999265 -0.0344399 0.0168216
403.75 0.999266 -0.0345068 0.016641
403.8 0.999267 -0.0345728 0.0164602
403.85 0.999267 -0.0346378 0.0162791
403.9 0.999268 -0.0347019 0.0160978
403.95 0.999269 -0.034765 0.0159162
404.0 0.999269 -0.0348273 0.0157344
404.05 0.99927 -0.0348885 0.0155525
404.1 0.999271 -0.0349489 0.0153702
404.15 0.999272 -0.0350082 0.0151878
404.2 0.999272 -0.0350667 0.0150052
404.25 0.999273 -0.0351242 0.0148224
404.3 0.999274 -0.0351808 0.0146393
404.35 0.999274 -0.0352364 0.0144561
404.4 0.999275 -0.0352911 0.0142727
404.45 0.999276 -0.0353448 0.0140891
404.5 0.999277 -0.0353976 0.0139054
404.55 0.999277 -0.0354494 0.0137214
404.6 0.999278 -0.0355003 0.0135373
404.65 0.999279 -0.0355503 0.013353
404.7 0.999279 -0.0355993 0.0131686
404.75 0.99928 -0.0356473 0.012984
404.8 0.999281 -0.0356944 0.0127993
404.85 0.999281 -0.0357406 0.0126145
404.9 0.999282 -0.0357858 0.0124295
404.95 0.999283 -0.0358301 0.0122443
405.0 0.999284 -0.0358734 0.012059
405.05 0.999284 -0.0359158 0.0118737
405.1 0.999285 -0.0359572 0.0116881
405.15 0.999286 -0.0359976 0.0115025
405.2 0.999286 -0.0360372 0.0113168
405.25 0.999287 -0.0360758 0.0111309
405.3 0.999288 -0.0361134 0.010945
405.35 0.999288 -0.0361501 0.010759
405.4 0.999289 -0.0361858 0.0105728
405.45 0.99929 -0.0362206 0.0103866
405.5 0.999291 -0.0362544 0.0102003
405.55 0.999291 -0.0362873 0.010014
405.6 0.999292 -0.0363192 0.00982752
405.65 0.999293 -0.0363502 0.00964101
405.7 0.999293 -0.0363803 0.00945445
405.75 0.999294 -0.0364094 0.00926782
405.8 0.999295 -0.0364375 0.00908114
405.85 0.999295 -0.0364647 0.00889442
405.9 0.999296 -0.036491 0.00870765
405.95 0.999297 -0.0365163 0.00852085
406.0 0.999297 -0.0365406 0.00833401
406.05 0.999298 -0.036564 0.00814714
406.1 0.999299 -0.0365865 0.00796025
406.15 0.999299 -0.036608 0.00777334
406.2 0.9993 -0.0366286 0.00758641
406.25 0.999301 -0.0366482 0.00739948
406.3 0.999302 -0.0366669 0.00721254
406.35 0.999302 -0.0366847 0.0070256
406.4 0.999303 -0.0367015 0.00683867
406.45 0.999304 -0.0367173 0.00665174
406.5 0.999304 -0.0367322 0.00646483
406.55 0.999305 -0.0367462 0.00627794
406.6 0.999306 -0.0367592 0.00609108
406.65 0.999306 -0.0367713 0.00590424
406.7 0.999307 -0.0367825 0.00571743
406.75 0.999308 -0.0367927 0.00553066
406.8 0.999308 -0.0368019 0.00534393
406.85 0.999309 -0.0368103 0.00515725
406.9 0.99931 -0.0368177 0.00497063
406.95 0.99931 -0.0368241 0.00478405
407.0 0.999311 -0.0368296 0.00459754
407.05 0.999312 -0.0368342 0.0044111
407.1 0.999312 -0.0368379 0.00422472
407.15 0.999313 -0.0368406 0.00403842
407.2 0.999314 -0.0368424 0.0038522
407.25 0.999314 -0.0368432 0.00366606
407.3 0.999315 -0.0368431 0.00348002
407.35 0.999316 -0.0368421 0.00329406
407.4 0.999316 -0.0368402 0.0031082
407.45 0.999317 -0.0368373 0.00292245
407.5 0.999318 -0.0368335 0.0027368
407.55 0.999318 -0.0368288 0.00255127
407.6 0.999319 -0.0368232 0.00236585
407.65 0.99932 -0.0368166 0.00218055
407.7 0.99932 -0.0368091 0.00199538
407.75 0.999321 -0.0368007 0.00181034
407.8 0.999322 -0.0367913 0.00162543
407.85 0.999322 -0.0367811 0.00144066
407.9 0.999323 -0.0367699 0.00125603
407.95 0.999324 -0.0367578 0.00107156
408.0 0.999324 -0.0367448 0.000887233
408.05 0.999325 -0.0367309 0.000703066
408.1 0.999326 -0.036716 0.00051906
408.15 0.999326 -0.0367003 0.00033522
408.2 0.999327 -0.0366836 0.000151551
408.25 0.999328 -0.0366661 -3.19427e-05
408.3 0.999328 -0.0366476 -0.000215257
408.35 0.999329 -0.0366282 -0.000398387
408.4 0.99933 -0.0366079 -0.000581329
408.45 0.99933 -0.0365867 -0.000764078
408.5 0.999331 -0.0365646 -0.00094663
408.55 0.999331 -0.0365416 -0.00112898
408.6 0.999332 -0.0365177 -0.00131112
408.65 0.999333 -0.0364929 -0.00149306
408.7 0.999333 -0.0364672 -0.00167478
408.75 0.999334 -0.0364406 -0.00185627
408.8 0.999335 -0.0364131 -0.00203755
408.85 0.999335 -0.0363847 -0.0022186
408.9 0.999336 -0.0363554 -0.00239941
408.95 0.999337 -0.0363253 -0.00257999
409.0 0.999337 -0.0362942 -0.00276033
409.05 0.999338 -0.0362623 -0.00294042
409.1 0.999339 -0.0362295 -0.00312026
409.15 0.999339 -0.0361958 -0.00329985
409.2 0.99934 -0.0361612 -0.00347918
409.25 0.999341 -0.0361257 -0.00365825
409.3 0.999341 -0.0360894 -0.00383705
409.35 0.999342 -0.0360522 -0.00401558
409.4 0.999342 -0.0360141 -0.00419383
409.45 0.999343 -0.0359751 -0.00437181
409.5 0.999344 -0.0359353 -0.0045495
409.55 0.999344 -0.0358946 -0.0047269
409.6 0.999345 -0.035853 -0.00490401
409.65 0.999346 -0.0358106 -0.00508083
409.7 0.999346 -0.0357673 -0.00525734
409.75 0.999347 -0.0357231 -0.00543355
409.8 0.999348 -0.0356781 -0.00560945
409.85 0.999348 -0.0356322 -0.00578504
409.9 0.999349 -0.0355855 -0.00596031
409.95 0.999349 -0.0355379 -0.00613526
410.0 0.99935 -0.0354895 -0.00630988
410.05 0.999351 -0.0354402 -0.00648417
410.1 0.999351 -0.03539 -0.00665813
410.15 0.999352 -0.0353391 -0.00683176
410.2 0.999353 -0.0352872 -0.00700504
410.25 0.999353 -0.0352346 -0.00717798
410.3 0.999354 -0.0351811 -0.00735056
410.35 0.999355 -0.0351268 -0.00752279
410.4 0.999355 -0.0350716 -0.00769467
410.45 0.999356 -0.0350156 -0.00786618
410.5 0.999356 -0.0349588 -0.00803733
410.55 0.999357 -0.0349011 -0.00820811
410.6 0.999358 -0.0348426 -0.00837851
410.65 0.999358 -0.0347833 -0.00854854
410.7 0.999359 -0.0347232 -0.00871818
410.75 0.99936 -0.0346623 -0.00888744
410.8 0.99936 -0.0346005 -0.00905631
410.85 0.999361 -0.0345379 -0.00922479
410.9 0.999361 -0.0344746 -0.00939287
410.95 0.999362 -0.0344104 -0.00956055
411.0 0.999363 -0.0343454 -0.00972782
411.05 0.999363 -0.0342796 -0.00989469
411.1 0.999364 -0.034213 -0.0100611
411.15 0.999365 -0.0341456 -0.0102272
411.2 0.999365 -0.0340774 -0.0103928
411.25 0.999366 -0.0340084 -0.010558
411.3 0.999366 -0.0339386 -0.0107228
411.35 0.999367 -0.033868 -0.0108871
411.4 0.999368 -0.0337966 -0.011051
411.45 0.999368 -0.0337245 -0.0112145
411.5 0.999369 -0.0336516 -0.0113775
411.55 0.999369 -0.0335779 -0.01154
411.6 0.99937 -0.0335034 -0.0117022
411.65 0.999371 -0.0334281 -0.0118638
411.7 0.999371 -0.0333521 -0.012025
411.75 0.999372 -0.0332753 -0.0121858
411.8 0.999373 -0.0331978 -0.0123461
411.85 0.999373 -0.0331195 -0.0125059
411.9 0.999374 -0.0330404 -0.0126653
411.95 0.999374 -0.0329605 -0.0128241
412.0 0.999375 -0.0328799 -0.0129825
412.05 0.999376 -0.0327986 -0.0131404
412.1 0.999376 -0.0327165 -0.0132979
412.15 0.999377 -0.0326337 -0.0134548
412.2 0.999377 -0.0325501 -0.0136112
412.25 0.999378 -0.0324658 -0.0137672
412.3 0.999379 -0.0323807 -0.0139226
412.35 0.999379 -0.0322949 -0.0140776
412.4 0.99938 -0.0322084 -0.014232
412.45 0.99938 -0.0321211 -0.014386
412.5 0.999381 -0.0320332 -0.0145394
412.55 0.999382 -0.0319445 -0.0146923
412.6 0.999382 -0.031855 -0.0148447
412.65 0.999383 -0.0317649 -0.0149965
412.7 0.999383 -0.031674 -0.0151478
412.75 0.999384 -0.0315825 -0.0152986
412.8 0.999385 -0.0314902 -0.0154489
412.85 0.999385 -0.0313972 -0.0155986
412.9 0.999386 -0.0313035 -0.0157478
412.95 0.999386 -0.0312091 -0.0158965
413.0 0.999387 -0.0311141 -0.0160446
413.05 0.999388 -0.0310183 -0.0161921
413.1 0.999388 -0.0309218 -0.0163391
413.15 0.999389 -0.0308247 -0.0164856
413.2 0.999389 -0.0307269 -0.0166315
413.25 0.99939 -0.0306283 -0.0167768
413.3 0.999391 -0.0305292 -0.0169215
413.35 0.999391 -0.0304293 -0.0170657
413.4 0.999392 -0.0303288 -0.0172094
413.45 0.999392 -0.0302276 -0.0173524
413.5 0.999393 -0.0301257 -0.0174949
413.55 0.999394 -0.0300232 -0.0176368
413.6 0.999394 -0.02992 -0.0177781
413.65 0.999395 -0.0298161 -0.0179188
413.7 0.999395 -0.0297116 -0.0180589
413.75 0.999396 -0.0296065 -0.0181984
413.8 0.999397 -0.0295007 -0.0183374
413.85 0.999397 -0.0293943 -0.0184757
413.9 0.999398 -0.0292872 -0.0186134
413.95 0.999398 -0.0291795 -0.0187506
414.0 0.999399 -0.0290712 -0.0188871
414.05 0.999399 -0.0289622 -0.019023
414.1 0.9994 -0.0288526 -0.0191583
414.15 0.999401 -0.0287424 -0.019293
414.2 0.999401 -0.0286316 -0.0194271
414.25 0.999402 -0.0285201 -0.0195605
414.3 0.999402 -0.0284081 -0.0196934
414.35 0.999403 -0.0282954 -0.0198256
