#:t mx my mz
27.800000 -0.837389 0.357941 0.413107
27.850000 -0.838808 0.353587 0.413977
27.900000 -0.840201 0.349230 0.414849
27.950000 -0.841569 0.344872 0.415722
28.000000 -0.842912 0.340511 0.416595
28.050000 -0.844229 0.336149 0.417470
28.100000 -0.845521 0.331786 0.418345
28.150000 -0.846788 0.327422 0.419219
28.200000 -0.848030 0.323058 0.420094
28.250000 -0.849246 0.318694 0.420969
28.300000 -0.850438 0.314330 0.421843
28.350000 -0.851606 0.309966 0.422716
28.400000 -0.852748 0.305603 0.423588
28.450000 -0.853867 0.301242 0.424459
28.500000 -0.854961 0.296881 0.425328
28.550000 -0.856031 0.292522 0.426195
28.600000 -0.857077 0.288165 0.427060
28.650000 -0.858099 0.283810 0.427923
28.700000 -0.859098 0.279457 0.428783
28.750000 -0.860073 0.275106 0.429640
28.800000 -0.861026 0.270757 0.430494
28.850000 -0.861956 0.266411 0.431344
28.900000 -0.862863 0.262068 0.432190
28.950000 -0.863747 0.257727 0.433032
29.000000 -0.864610 0.253390 0.433870
29.050000 -0.865450 0.249055 0.434704
29.100000 -0.866269 0.244722 0.435532
29.150000 -0.867067 0.240393 0.436356
29.200000 -0.867843 0.236067 0.437174
29.250000 -0.868598 0.231743 0.437987
29.300000 -0.869332 0.227422 0.438794
29.350000 -0.870046 0.223104 0.439595
29.400000 -0.870740 0.218788 0.440390
29.450000 -0.871414 0.214475 0.441179
29.500000 -0.872067 0.210164 0.441961
29.550000 -0.872702 0.205855 0.442736
29.600000 -0.873316 0.201549 0.443505
29.650000 -0.873912 0.197244 0.444267
29.700000 -0.874488 0.192941 0.445021
29.750000 -0.875046 0.188639 0.445769
29.800000 -0.875585 0.184339 0.446509
29.850000 -0.876105 0.180040 0.447242
29.900000 -0.876607 0.175741 0.447967
29.950000 -0.877091 0.171443 0.448685
30.000000 -0.877557 0.167146 0.449395
30.050000 -0.878005 0.162848 0.450098
30.100000 -0.878435 0.158550 0.450793
30.150000 -0.878847 0.154252 0.451480
30.200000 -0.879241 0.149953 0.452161
30.250000 -0.879618 0.145652 0.452833
30.300000 -0.879977 0.141350 0.453498
30.350000 -0.880318 0.137047 0.454156
30.400000 -0.880642 0.132741 0.454807
30.450000 -0.880949 0.128433 0.455450
30.500000 -0.881237 0.124123 0.456086
30.550000 -0.881508 0.119809 0.456716
30.600000 -0.881761 0.115492 0.457338
30.650000 -0.881997 0.111172 0.457954
30.700000 -0.882214 0.106848 0.458564
30.750000 -0.882414 0.102520 0.459168
30.800000 -0.882596 0.098188 0.459765
30.850000 -0.882759 0.093851 0.460357
30.900000 -0.882904 0.089509 0.460944
30.950000 -0.883030 0.085163 0.461525
31.000000 -0.883138 0.080811 0.462101
31.050000 -0.883226 0.076453 0.462673
31.100000 -0.883296 0.072090 0.463240
31.150000 -0.883346 0.067721 0.463803
31.200000 -0.883377 0.063346 0.464363
31.250000 -0.883387 0.058965 0.464919
31.300000 -0.883378 0.054578 0.465472
31.350000 -0.883348 0.050184 0.466023
31.400000 -0.883298 0.045784 0.466571
31.450000 -0.883227 0.041378 0.467117
31.500000 -0.883135 0.036965 0.467661
31.550000 -0.883021 0.032546 0.468204
31.600000 -0.882885 0.028120 0.468747
31.650000 -0.882727 0.023687 0.469289
31.700000 -0.882547 0.019248 0.469831
31.750000 -0.882344 0.014803 0.470373
31.800000 -0.882117 0.010352 0.470916
31.850000 -0.881868 0.005894 0.471460
31.900000 -0.881594 0.001431 0.472006
31.950000 -0.881297 -0.003038 0.472553
32.000000 -0.880975 -0.007512 0.473103
32.050000 -0.880628 -0.011992 0.473656
32.100000 -0.880257 -0.016477 0.474211
32.150000 -0.879860 -0.020967 0.474770
32.200000 -0.879437 -0.025461 0.475334
32.250000 -0.878989 -0.029959 0.475901
32.300000 -0.878514 -0.034461 0.476473
32.350000 -0.878012 -0.038966 0.477049
32.400000 -0.877484 -0.043475 0.477632
32.450000 -0.876929 -0.047985 0.478219
32.500000 -0.876346 -0.052498 0.478813
32.550000 -0.875736 -0.057013 0.479413
32.600000 -0.875097 -0.061529 0.480020
32.650000 -0.874431 -0.066045 0.480633
32.700000 -0.873737 -0.070562 0.481253
32.750000 -0.873014 -0.075078 0.481881
32.800000 -0.872263 -0.079593 0.482517
32.850000 -0.871483 -0.084107 0.483161
32.900000 -0.870674 -0.088618 0.483812
32.950000 -0.869836 -0.093127 0.484472
33.000000 -0.868969 -0.097632 0.485140
33.050000 -0.868073 -0.102134 0.485817
33.100000 -0.867147 -0.106631 0.486503
33.150000 -0.866193 -0.111123 0.487198
33.200000 -0.865209 -0.115609 0.487901
33.250000 -0.864196 -0.120089 0.488614
33.300000 -0.863154 -0.124561 0.489336
33.350000 -0.862082 -0.129026 0.490067
33.400000 -0.860982 -0.133483 0.490808
33.450000 -0.859853 -0.137930 0.491558
33.500000 -0.858694 -0.142368 0.492316
33.550000 -0.857507 -0.146796 0.493085
33.600000 -0.856292 -0.151213 0.493862
33.650000 -0.855047 -0.155618 0.494648
33.700000 -0.853775 -0.160011 0.495444
33.750000 -0.852475 -0.164391 0.496248
33.800000 -0.851147 -0.168758 0.497061
