#:T Omega Ix Iy t1 t2 calc_time t_count
1.4 1.5 -63.0049120033 -19.1410711702 80.0 209.333333333 6.72773504257 4187.0
1.4 1.6 -49.764518268 -15.7250150083 80.0 196.25 6.3167347908 3925.0
1.4 1.7 -42.1127377192 -13.1497596548 80.0 184.705882353 5.94125819206 3695.0
1.4 1.8 -34.2767714605 -9.01631173661 80.0 174.444444444 5.62613391876 3489.0
1.4 1.9 -28.0446642026 -6.65236504883 80.0 165.263157895 5.30884695053 3306.0
1.4 2.0 -22.5353943206 -4.05550713547 80.0 157.0 5.04820013046 3140.0

1.5 0.1 6499.11630109 -335.706050925 80.0 3140.0 100.259986877 62800.0000001
1.5 0.2 3375.05582288 -321.716107842 80.0 1570.0 49.8961918354 31401.0
1.5 0.3 2412.48597348 -407.498998523 80.0 1046.66666667 33.1787378788 20934.0
1.5 0.4 2028.19039743 -488.004831088 80.0 785.0 25.2825191021 15701.0
1.5 0.5 1866.90269286 -724.311589703 80.0 628.0 19.9460110664 12561.0
1.5 0.6 1695.09184265 -1126.91331621 80.0 523.333333333 16.7546718121 10467.0
1.5 0.7 1285.16865917 -1637.86324295 80.0 448.571428571 14.3004670143 8972.0
1.5 0.8 59.6136463273 -1966.00324962 80.0 392.5 12.6279141903 7850.0
1.5 0.9 -550.447968467 -251.824074173 80.0 348.888888889 11.2384989262 6978.0
1.5 1.0 -318.777514483 -117.423797609 80.0 314.0 10.0908858776 6280.0
1.5 1.1 -208.91816438 -71.3429963698 80.0 285.454545455 9.16956710815 5710.0
1.5 1.2 -144.548023682 -42.5860122912 80.0 261.666666667 8.43258595467 5234.0
1.5 1.3 -103.924017041 -29.8902936859 80.0 241.538461538 7.84283614159 4831.0
1.5 1.4 -78.0260452586 -27.0178770805 80.0 224.285714286 7.2048740387 4486.0
1.5 1.5 -62.5899139256 -19.5493329526 80.0 209.333333333 6.65651893616 4187.0
1.5 1.6 -50.0460375098 -16.5548424416 80.0 196.25 6.27426099777 3925.0
1.5 1.7 -42.1491159187 -13.2693469683 80.0 184.705882353 5.9096801281 3695.0
1.5 1.8 -34.5756786039 -8.86598972917 80.0 174.444444444 5.61085391045 3489.0
1.5 1.9 -28.9239890212 -5.69607947074 80.0 165.263157895 5.31780695915 3306.0
1.5 2.0 -22.8819992192 -3.30227526585 80.0 157.0 5.04364800453 3140.0

1.6 0.1 5840.34873302 -240.147633754 80.0 3140.0 100.000267982 62800.0000001
1.6 0.2 3018.33784568 -266.907608292 80.0 1570.0 50.5918359756 31401.0
1.6 0.3 2149.83451176 -312.135329524 80.0 1046.66666667 33.2588660717 20934.0
1.6 0.4 1787.72692633 -394.351347725 80.0 785.0 25.2561881542 15701.0
1.6 0.5 1641.77592379 -569.388263397 80.0 628.0 20.0596268177 12561.0
1.6 0.6 1552.4766662 -876.401561699 80.0 523.333333333 16.6258890629 10467.0
1.6 0.7 1300.71460688 -1396.04446073 80.0 448.571428571 14.3912100792 8972.0
1.6 0.8 543.271998571 -1823.36182117 80.0 392.5 12.666932106 7850.0
1.6 0.9 -597.809272543 -340.71495655 80.0 348.888888889 11.2330579758 6978.0
1.6 1.0 -346.59978704 -129.628412932 80.0 314.0 10.0748147964 6280.0
1.6 1.1 -219.391671461 -78.7543217119 80.0 285.454545455 9.0933701992 5710.0
1.6 1.2 -152.796985387 -49.3732123622 80.0 261.666666667 8.30019307137 5234.0
