#:T Omega Ix Iy t1 t2 calc_time t_count
1.4 1.8 -69.9147016 -81.9358901437 80.0 174.444444444 5.5714070797 3489.0
1.4 1.9 -61.6064962485 -46.2672244149 80.0 165.263157895 5.27482295036 3306.0
1.4 2.0 -53.150564186 -23.6175215611 80.0 157.0 5.01383209229 3140.0

1.5 0.1 1246.21145163 -13.5905166913 80.0 3140.0 99.5517909527 62800.0000001
1.5 0.2 615.277073511 -8.29226836545 80.0 1570.0 50.0576431751 31401.0
1.5 0.3 407.627343754 -13.3875128072 80.0 1046.66666667 33.3354809284 20934.0
1.5 0.4 308.438853388 -11.1968710041 80.0 785.0 25.1526498795 15701.0
1.5 0.5 248.647569586 -9.10100350892 80.0 628.0 19.9298238754 12561.0
1.5 0.6 214.482619333 -13.3554640357 80.0 523.333333333 16.7873740196 10467.0
1.5 0.7 188.195883361 -14.6131699032 80.0 448.571428571 14.3420419693 8972.0
1.5 0.8 177.221827595 -16.945401337 80.0 392.5 12.5523939133 7850.0
1.5 0.9 169.795210581 -21.103695688 80.0 348.888888889 11.133409977 6978.0
1.5 1.0 168.147401437 -26.4416434941 80.0 314.0 10.0234470367 6280.0
1.5 1.1 173.972496364 -43.5998964852 80.0 285.454545455 9.11365294456 5710.0
1.5 1.2 179.235253586 -77.9371758276 80.0 261.666666667 8.37291407585 5234.0
1.5 1.3 167.54622709 -120.251001975 80.0 241.538461538 7.75020003319 4831.0
1.5 1.4 125.026062463 -183.609391394 80.0 224.285714286 7.18953609467 4486.0
1.5 1.5 46.3385740809 -188.878602314 80.0 209.333333333 6.69564509392 4187.0
1.5 1.6 -15.6757663081 -162.688967637 80.0 196.25 6.21997618675 3925.0
1.5 1.7 -46.2290485951 -121.636046135 80.0 184.705882353 5.93518304825 3695.0
1.5 1.8 -64.2885562665 -84.0292804346 80.0 174.444444444 5.51414990425 3489.0
1.5 1.9 -64.2767990167 -50.4050759405 80.0 165.263157895 5.29181098938 3306.0
1.5 2.0 -51.6529717892 -22.5329670682 80.0 157.0 5.02288603783 3140.0

1.6 0.1 1214.62054553 -12.0164045384 80.0 3140.0 99.747961998 62800.0000001
1.6 0.2 601.604394832 -11.9729810394 80.0 1570.0 49.7853360176 31401.0
1.6 0.3 400.0897861 -12.2262509664 80.0 1046.66666667 33.4818000793 20934.0
1.6 0.4 298.911710521 -11.1196582372 80.0 785.0 24.8790011406 15701.0
1.6 0.5 242.094970934 -12.4403247238 80.0 628.0 19.9996819496 12561.0
1.6 0.6 204.822960808 -11.7749625143 80.0 523.333333333 16.7524499893 10467.0
1.6 0.7 184.083545562 -16.4699191056 80.0 448.571428571 14.3520340919 8972.0
1.6 0.8 173.328512666 -17.7741022925 80.0 392.5 12.5206990242 7850.0
1.6 0.9 163.905388409 -19.3308913939 80.0 348.888888889 11.1499221325 6978.0
1.6 1.0 161.777691495 -31.6029232445 80.0 314.0 9.9147439003 6280.0
1.6 1.1 168.852426704 -40.407699259 80.0 285.454545455 9.19831299782 5710.0
1.6 1.2 173.977310263 -68.3039928312 80.0 261.666666667 8.34432315826 5234.0
1.6 1.3 168.187556339 -111.575064816 80.0 241.538461538 7.74079680443 4831.0
1.6 1.4 128.874641565 -161.921596229 80.0 224.285714286 7.21184420586 4486.0
1.6 1.5 66.1519983358 -177.235872346 80.0 209.333333333 6.70118999481 4187.0
1.6 1.6 3.18594888972 -167.372129541 80.0 196.25 6.27572894096 3925.0
1.6 1.7 -38.9575284164 -125.120646435 80.0 184.705882353 5.8969810009 3695.0
