#:t M1X M2X M1V M2V M4X
1.6 -0.002631965214 0.0396845364625 -0.00253566908228 0.0623959261291 0.0046372577216
1.65 -0.00276203039792 0.0446285350287 -0.00266693827458 0.0671537978469 0.00584860768527
1.7 -0.0028925073192 0.0500775086728 -0.00255213857682 0.0722855961503 0.0073413687707
1.75 -0.00301038902334 0.0560786256889 -0.00216312958885 0.0778081343047 0.0091747238798
1.8 -0.00311438623451 0.0626816386117 -0.001996758858 0.0837797565993 0.0114168903863
1.85 -0.00322099814245 0.0699322070013 -0.00226771745953 0.0898974472181 0.0141471653971
1.9 -0.00332096652241 0.0778715792438 -0.00173101773858 0.0960377030843 0.017456910132
1.95 -0.0034148878037 0.0865501268389 -0.00202583351329 0.102807930115 0.021449763539
2.0 -0.00351274557713 0.0960271721849 -0.00188847742367 0.109992615475 0.0262416156104
2.05 -0.00359481223004 0.106360324403 -0.0013941886927 0.117512135932 0.0319683684239
2.1 -0.00366060304474 0.117602180268 -0.00123744389533 0.125088952653 0.0387803556069
2.15 -0.00373498294696 0.129796794723 -0.00173775219378 0.132629183568 0.0468359114963
2.2 -0.00381294323023 0.142989027549 -0.00138065913689 0.140453287394 0.0563004255216
2.25 -0.00386221070988 0.157240456926 -0.000590040049088 0.148814583908 0.0673626182484
2.3 -0.00389067782117 0.172611864175 -0.000548644402345 0.157268082982 0.0802347916301
2.35 -0.00391526306001 0.18915503203 -0.000434765151569 0.165917294025 0.0951442483511
2.4 -0.00392917772425 0.20691955093 -0.000121821418042 0.174573118179 0.112322185058
2.45 -0.00392597141418 0.225946024326 0.000250073820975 0.183151885645 0.132002520079
2.5 -0.00391649256761 0.2462676551 0.000129080041731 0.191519548162 0.154418241047
2.55 -0.00390727329112 0.267888344392 0.000239691018097 0.199050436246 0.179755153938
2.6 -0.00389925829642 0.290810373627 8.09087698556e-05 0.206404768077 0.208201421013
2.65 -0.00389157809601 0.315043386431 0.00022629924641 0.213495968631 0.239928875401
2.7 -0.00387804709004 0.340579762485 0.000314940992499 0.220110190147 0.275087951505
2.75 -0.00387134570792 0.367418628297 -4.68857076737e-05 0.226693121443 0.313850846732
2.8 -0.00388622132398 0.39555209556 -0.000548138934849 0.232931759694 0.356331314317
2.85 -0.00392149243068 0.424935816056 -0.000862705332856 0.238214599695 0.402554837889
2.9 -0.0039649216708 0.45549559788 -0.000874464272259 0.242737709044 0.452493971484
2.95 -0.00400795740693 0.487147163276 -0.000846965172761 0.246418071489 0.506055682928
3.0 -0.00405868784653 0.519777536387 -0.00118225241148 0.249046326365 0.563043048409
3.05 -0.00412520746816 0.553258932874 -0.00147853245344 0.250866525098 0.623213096134
3.1 -0.00420235722198 0.587473359963 -0.0016074576995 0.25198160384 0.686345984517
3.15 -0.00428525732472 0.622291123912 -0.0017085464099 0.252628886999 0.752138031518
3.2 -0.00437138180787 0.65755381081 -0.00173643291617 0.25207629489 0.820185310168
3.25 -0.00447653097052 0.693076391422 -0.00246953359007 0.250835869005 0.890000857428
3.3 -0.00459684718166 0.728675888513 -0.00234311485545 0.249227311144 0.961036568736
3.35 -0.00470474000504 0.764163462593 -0.00197259807986 0.246940756114 1.0327237387
3.4 -0.0048038280123 0.799338772101 -0.00199092221025 0.244367745314 1.1044710495
3.45 -0.00492100041282 0.834005069171 -0.00269597381056 0.241670432764 1.17566848277
3.5 -0.00506506100113 0.867958421545 -0.00306644972197 0.238739954634 1.24566235667
3.55 -0.00521810500625 0.901020567888 -0.00305531048286 0.236193383399 1.31388239808
3.6 -0.0053769392333 0.933020154172 -0.00329805859911 0.233976372745 1.37976695002
3.65 -0.00555297166891 0.963795570187 -0.00374323882535 0.231635168276 1.44280944117
3.7 -0.00574538482602 0.993184131986 -0.00395328745884 0.22969886424 1.50249187393
3.75 -0.00593494227698 1.0210126083 -0.0036290105798 0.22838550787 1.55827813466
3.8 -0.00611906906734 1.04714635965 -0.00373606103467 0.227262954454 1.6098227364
3.85 -0.00630672323254 1.07145839157 -0.00377010557331 0.226309920377 1.65676606628
3.9 -0.00651094625793 1.09384277749 -0.00439881544192 0.226133711315 1.69885201564
3.95 -0.00673158635842 1.11421951814 -0.0044267885778 0.226841375137 1.73592837396
4.0 -0.00695166053252 1.1325519285 -0.00437617838645 0.228218490562 1.76796929815
4.05 -0.00716794754475 1.14876297248 -0.00427530210246 0.229498418655 1.79484826573
4.1 -0.0073851232487 1.16277081322 -0.00441172605553 0.231176395027 1.81644968596
4.15 -0.00759500199555 1.17457971003 -0.00398342381857 0.233180782588 1.8329245163
4.2 -0.00779641991591 1.18420971649 -0.00407329299601 0.235978669078 1.84442589481
4.25 -0.00799376662972 1.19165048116 -0.00382057555641 0.23871596538 1.85102235416
4.3 -0.00819803336369 1.19691913934 -0.00435009380214 0.242009278906 1.85285891748
4.35 -0.00841594808063 1.20007441529 -0.00436649487553 0.245231894852 1.85023733898
4.4 -0.00862146502383 1.20115067556 -0.00385418285267 0.248186640785 1.84337501211
4.45 -0.00880328790656 1.20023108379 -0.00341873245648 0.250902569348 1.83259781591
4.5 -0.0089710251609 1.19744882372 -0.0032907577168 0.254096965129 1.8183764763
4.55 -0.00912231750777 1.19288442107 -0.00276093615822 0.256485902808 1.80101276541
4.6 -0.00923712264216 1.1866010071 -0.00183126921724 0.258486785633 1.78070319593
4.65 -0.00932168270903 1.17870842335 -0.00155113345768 0.260569473221 1.75773104048
4.7 -0.00938698950321 1.16928447183 -0.00106113830969 0.2619853493 1.73230608561
4.75 -0.00943345708654 1.15837690114 -0.000797565023137 0.263010057845 1.7045441322
4.8 -0.0094656331193 1.14606771031 -0.000489476287623 0.263975377212 1.6746264933
4.85 -0.00946693853783 1.13247299246 0.00043725954651 0.264470755621 1.6428313709
4.9 -0.00943611383465 1.11774577989 0.000795728580874 0.264875822553 1.60953971789
4.95 -0.00937315454981 1.10196691849 0.00172264281269 0.264864496753 1.5748637276
5.0 -0.00927482209501 1.08522070398 0.00221065537915 0.263974705164 1.53890195268
5.05 -0.00914576563352 1.0676361082 0.00295160308066 0.263589313598 1.50190287146
5.1 -0.00899264589488 1.04926578017 0.00317318646496 0.262509493181 1.4639206471
5.15 -0.00881977224153 1.0302008404 0.00374175966876 0.261340310747 1.42513798021
5.2 -0.00862510054611 1.01053585343 0.0040451081481 0.259539164661 1.38569267675
5.25 -0.00840962285256 0.990359514457 0.00457399959414 0.257793858943 1.34569961852
5.3 -0.00816860988524 0.96975559398 0.00506651909843 0.255710018503 1.305324326
5.35 -0.00791137904476 0.948836336121 0.00522271452076 0.253381341043 1.264794016
5.4 -0.00763636907306 0.927702394443 0.00577768434745 0.250919291617 1.22433309538
5.45 -0.00734822354803 0.906431796937 0.00574813665382 0.24819604644 1.18407258535
5.5 -0.00705462612302 0.885119291177 0.00599576034657 0.245699276198 1.14417586135
5.55 -0.00674983573964 0.863855546279 0.00619585498858 0.242419448754 1.10480142492
5.6 -0.00643147496886 0.842731681648 0.00653857584257 0.238948014363 1.06612379688
5.65 -0.00611208534466 0.821783201331 0.0062370091252 0.235489556395 1.0281983285
5.7 -0.00580841847934 0.801092683089 0.00590966548768 0.231566877102 0.991169233662
5.75 -0.00551390804421 0.780746222686 0.00587075191751 0.22805926211 0.955192685786
5.8 -0.00522358950991 0.760759277767 0.00574198945457 0.224635785029 0.920257510729
5.85 -0.00493160303396 0.741186449267 0.0059374695836 0.221013651763 0.886431661953
5.9 -0.00463458459208 0.722100904563 0.00594326809167 0.216430220464 0.853811334456
5.95 -0.00434086611209 0.70355449797 0.00580547110765 0.212217160048 0.82245049576
6.0 -0.00404048994562 0.685587813665 0.00620957555111 0.208406938856 0.792371519042
6.05 -0.00372863211529 0.668224565442 0.00626473766216 0.204467053288 0.76359953129
6.1 -0.00341995737957 0.651494805077 0.00608225176667 0.200577740809 0.736167224557
6.15 -0.00313208078459 0.63541453831 0.00543281203264 0.19664168383 0.710023372008
6.2 -0.00284881351905 0.620010294563 0.00589787858895 0.192895800862 0.685139253069
6.25 -0.0025574817922 0.605311098612 0.00575539048496 0.188850474628 0.661505585746
6.3 -0.00229023070176 0.591321286441 0.00493465313271 0.185516434386 0.639106265798
6.35 -0.00205825994403 0.578079738022 0.00434417717647 0.181481563863 0.617949478861
6.4 -0.00184338963066 0.565629425962 0.0042506353584 0.178171326993 0.598057350677
6.45 -0.00164690580324 0.55397092086 0.00360871773837 0.17548597259 0.579422281553
6.5 -0.00146519545198 0.543095896566 0.00365969631196 0.17298160591 0.561995595776
6.55 -0.00128132951135 0.533033755111 0.00369494131338 0.170664981523 0.545789720381
6.6 -0.00110432987179 0.523820095436 0.00338504426901 0.167860197438 0.530864592164
6.65 -0.000944251813263 0.515479247393 0.00301807807196 0.165353745183 0.5172687469
6.7 -0.000797976234229 0.508028515138 0.00283294508941 0.163019733398 0.505026037909
6.75 -0.000679336504134 0.50145783057 0.00191264411438 0.161221853302 0.494116819602
6.8 -0.000588778566244 0.495774592914 0.00170967340124 0.159581480586 0.484539190479
6.85 -0.000515917753306 0.490971613919 0.00120475911629 0.158328630893 0.47630019983
6.9 -0.000459884650947 0.487039670811 0.00103656497807 0.157294350676 0.469418412228
6.95 -0.000409410541412 0.483995690094 0.000982399403333 0.156224160754 0.463961231064
7.0 -0.000357046124841 0.481832820703 0.0011121772595 0.155715323958 0.459947374399
7.05 -0.000314287017918 0.480543434817 0.000598187017412 0.155347667625 0.457385651805
7.1 -0.000291953391227 0.480149416562 0.000295158050236 0.155154654505 0.456325665516
7.15 -0.000282425046417 0.480657692599 8.59757421599e-05 0.154371648012 0.456790435426
7.2 -0.000270550457476 0.482038301001 0.000389007815493 0.154265361963 0.458764487406
7.25 -0.000240315142339 0.484284317428 0.000820404789992 0.154219622633 0.462284040232
7.3 -0.000185886777377 0.487395235724 0.00135672980847 0.154236904395 0.467353943956
7.35 -0.000125129789169 0.491355801545 0.00107354971984 0.15473429423 0.473936193428
7.4 -8.12806195918e-05 0.496164034517 0.000680417063249 0.155340424002 0.482036569158
7.45 -4.44918193516e-05 0.501796524343 0.000791134946359 0.155569543569 0.49162356272
7.5 6.41023895441e-06 0.508218542308 0.00124494738588 0.15566906214 0.502650176697
7.55 7.10824586813e-05 0.515406866582 0.0013419414032 0.156150177568 0.51505710309
7.6 0.000131709608566 0.523354962352 0.0010831445922 0.156523373298 0.528790627241
7.65 0.000190450620755 0.532036223646 0.00126649589536 0.156954037614 0.543767875164
7.7 0.000264228574467 0.54141446684 0.00168462225312 0.158094437703 0.559926448643
7.75 0.000351530561512 0.551451265876 0.00180745722867 0.158689093377 0.577205106233
7.8 0.000454461733336 0.562101133156 0.00230978964428 0.159793014955 0.595529415342
7.85 0.000565916330921 0.573354039622 0.00214839425914 0.160772147082 0.614918862258
7.9 0.000671804960031 0.585160126501 0.00208715090525 0.161445521181 0.635279162754
7.95 0.000765486860958 0.597460577201 0.00166012513185 0.162465369869 0.656532868104
8.0 0.000861978246972 0.61022779202 0.0021995303087 0.163959960777 0.678648735013
8.05 0.00096973621735 0.623408861642 0.00211078850642 0.165052500185 0.701508312481
8.1 0.00107107910302 0.636948012049 0.00194292692044 0.166191771296 0.725034057143
8.15 0.00117177028318 0.650819010169 0.00208472028582 0.167309918181 0.749247404241
8.2 0.00127548604586 0.664993797746 0.0020639102214 0.168283992814 0.774151007797
8.25 0.00138309930273 0.679412245898 0.00224062005361 0.169126598946 0.799646082423
8.3 0.00149879940218 0.694001648886 0.00238738392404 0.170272257027 0.825572826962
8.35 0.0016136918515 0.708702301183 0.00220831404898 0.170842889708 0.851810043713
8.4 0.00170898447747 0.723455152826 0.00160339098987 0.171597521145 0.878261684841
8.45 0.00178880141992 0.73820086422 0.00158928670792 0.171752411393 0.904835383513
8.5 0.00186370319716 0.752884858164 0.00140678438161 0.172199191759 0.931425964908
8.55 0.00192872781944 0.767451026507 0.00119420050966 0.172693732882 0.95786508329
8.6 0.0019743401364 0.781862202627 0.00063029216867 0.173659682591 0.984025060522
8.65 0.00200032014414 0.796094568637 0.000408908141183 0.174412304106 1.0098550163
8.7 0.00202578101741 0.810072753063 0.000609526789494 0.174805801982 1.03517647375
8.75 0.00205589393179 0.82370364732 0.000594989785648 0.174588046992 1.05977438283
8.8 0.00208543453636 0.836951913119 0.000586634397209 0.17512202782 1.08360117713
8.85 0.00211332013483 0.849765070288 0.000528789541647 0.175928382128 1.10652712157
8.9 0.00215886130037 0.862122610306 0.00129285708011 0.176556307478 1.12851798345
8.95 0.00223841692619 0.874004305788 0.00188936795256 0.176639215652 1.14957597224
9.0 0.00234485572189 0.88533540015 0.00236818387546 0.177061284761 1.16948292563
9.05 0.00247459146334 0.896055590473 0.00282124578235 0.177426030644 1.18809371494
9.1 0.0026062944996 0.906127162997 0.00244687566837 0.178074233449 1.20533395362
9.15 0.00272837660856 0.915533036463 0.00243640868994 0.178516614359 1.22116238585
9.2 0.00285038453614 0.924243318645 0.0024439084133 0.179270730718 1.23549626873
9.25 0.00296179887038 0.932226779971 0.00201266495604 0.179944274192 1.24827211306
9.3 0.00305451655772 0.939505787304 0.00169604253752 0.181047735253 1.25959405422
9.35 0.00314699271471 0.946071302525 0.00200300374225 0.181599330548 1.26946662356
9.4 0.00323340033277 0.951895960472 0.0014533009803 0.182563900966 1.27783005203
9.45 0.00330932131507 0.956978486856 0.00158353831166 0.183847035006 1.28468718201
9.5 0.00337071844928 0.961289007264 0.000872347056762 0.18510013465 1.28995676998
9.55 0.00340272082573 0.96481023587 0.000407748001014 0.185940935107 1.29363767828
9.6 0.00340441323582 0.967571981715 -0.000340051597413 0.18682541192 1.29586649464
9.65 0.00339703377306 0.969618782565 4.48730870528e-05 0.187396781029 1.29678384602
9.7 0.00339675176016 0.97096879259 -5.6153603155e-05 0.187770307706 1.29644063587
9.75 0.00338778510888 0.971615268073 -0.000302512448085 0.188537788488 1.29481321626
9.8 0.00336286073488 0.97153857766 -0.000694462511601 0.188869469712 1.29188491993
9.85 0.00332022201702 0.970784414075 -0.0010110862029 0.189053435172 1.28781777217
9.9 0.00327040160185 0.969407549863 -0.000981730403977 0.188962419939 1.28272105807
9.95 0.00319896090442 0.967443963761 -0.00187589749315 0.189369692829 1.27664838145
10.0 0.00309831611783 0.964915741411 -0.00214989397065 0.19030432509 1.26968472926
10.05 0.00298564518892 0.961840565961 -0.00235694318575 0.189446219434 1.26186810479
10.1 0.00284584517046 0.958226122907 -0.00323505755238 0.189310153533 1.25318329626
10.15 0.00269726106353 0.954098797405 -0.00270830672477 0.189049609934 1.24367626512
10.2 0.00256453858584 0.949481917965 -0.0026005923829 0.188671737781 1.23339525854
10.25 0.00240998665185 0.944383947423 -0.00358148497678 0.188272489225 1.22233971854
10.3 0.00221525844846 0.938834818046 -0.004207643159 0.187800095688 1.2105746493
10.35 0.0020003424177 0.932867711467 -0.00438899807123 0.187054555596 1.19815772311
10.4 0.00176485751122 0.926537972224 -0.0050303981881 0.186214686262 1.1851661216
10.45 0.0014954101167 0.919873372619 -0.00574749759267 0.185736231989 1.1716643257
10.5 0.00119394642314 0.912876748862 -0.00631105014961 0.184809299646 1.15765493328
10.55 0.000872769148062 0.90560139225 -0.00653604085349 0.184030165085 1.14327426142
10.6 0.000548659861678 0.898082978355 -0.0064283306019 0.183713910811 1.12859662499
10.65 0.000221227726857 0.890356918683 -0.00666895479092 0.182477410953 1.11366176704
10.7 -0.000119177081441 0.882493474554 -0.006947237541 0.181293498578 1.09860045762
10.75 -0.000467909803119 0.87452076495 -0.00700207132614 0.179902943953 1.08346567856
10.8 -0.000825845556959 0.866438158307 -0.00731535882747 0.17895068216 1.0682673127
10.85 -0.00118590136043 0.858281501095 -0.00708687331153 0.177481008795 1.05307563213
10.9 -0.00153115108648 0.850072350651 -0.00672311573042 0.1765882983 1.03792630909
10.95 -0.00186997726675 0.841840397156 -0.0068299314803 0.174821310836 1.02285056962
11.0 -0.00218939772324 0.833632809764 -0.00594688677942 0.173505509592 1.00791441721
11.05 -0.00247243032866 0.825454025776 -0.0053744174372 0.172326048138 0.993095146026
11.1 -0.00273706501885 0.817344510773 -0.00521097017042 0.170834067364 0.978478543096
11.15 -0.00299084083985 0.809375460838 -0.00494006266949 0.169517573913 0.964249422862
11.2 -0.00324043029978 0.801555957407 -0.0050435157279 0.168330499201 0.950384533253
11.25 -0.00349648154388 0.793886039609 -0.00519853403588 0.166690585358 0.936838550756
11.3 -0.00374438664968 0.786385769413 -0.00471767019628 0.165215568873 0.923618039895
11.35 -0.00398047847612 0.779046521355 -0.00472600286143 0.164049538451 0.910661353867
11.4 -0.00420117034923 0.771877167552 -0.00410167206298 0.162910192851 0.897969386746
11.45 -0.00440826662321 0.764919803107 -0.0041821788962 0.161533757367 0.885637325439
11.5 -0.00461460202986 0.758222225836 -0.00407123736986 0.15996688043 0.873748026429
11.55 -0.00481401834309 0.751806183543 -0.0039054151591 0.15873684783 0.862355275795
11.6 -0.00500209436977 0.745671351031 -0.00361762590819 0.157116574065 0.85147799172
11.65 -0.00517584892059 0.739833241197 -0.00333255612468 0.155598408912 0.841125752054
11.7 -0.00533718924102 0.734295343834 -0.0031210566926 0.154228128276 0.831289997428
11.75 -0.00548847839722 0.729072261809 -0.00293050955543 0.152980858601 0.821991171487
11.8 -0.00562742390121 0.7241734582 -0.00262731060398 0.151584515368 0.813226807855
11.85 -0.00576268948477 0.719601878693 -0.00278331273856 0.151227148356 0.804983396136
11.9 -0.00590259059764 0.715394026618 -0.00281273177608 0.150309810379 0.797342739232
11.95 -0.00604680645184 0.711569814185 -0.00295590239186 0.149557194357 0.79032558279
12.0 -0.00619200212189 0.708133239451 -0.00285192441032 0.149106195776 0.783962059023
12.05 -0.00632395990254 0.705066252345 -0.00242638681575 0.148653222524 0.778266092214
12.1 -0.00644447505601 0.702375003541 -0.00239421932308 0.148108381335 0.773256955669
12.15 -0.00655942776505 0.70008510366 -0.00220388903831 0.147452552037 0.76899059301
12.2 -0.00665679623195 0.69817983245 -0.0016908496377 0.147080679375 0.765435896716
12.25 -0.00675123814852 0.696637236841 -0.00208682702502 0.146793946853 0.762542952452
12.3 -0.00685337510379 0.695480200611 -0.00199865118569 0.146528822812 0.760363139622
12.35 -0.00695762266352 0.694703921918 -0.00217125120382 0.146028918796 0.758870909173
12.4 -0.00706632690498 0.694316395113 -0.00217691845448 0.145396347331 0.758065243163
12.45 -0.00717660916413 0.694350627175 -0.00223437191169 0.144698995781 0.758045554591
12.5 -0.00730484254928 0.694797251848 -0.00289496349404 0.144454759315 0.758809540916
12.55 -0.00744758716829 0.695639795691 -0.00281482126638 0.144480083161 0.76031352729
12.6 -0.00759224817071 0.696849962037 -0.00297161883044 0.144713616612 0.762453269589
12.65 -0.00774600491395 0.698416367768 -0.00317865089921 0.144146781217 0.765195078312
12.7 -0.00791124975651 0.700367528766 -0.00343114280326 0.143929664153 0.768652187448
12.75 -0.00807659694475 0.702703816126 -0.00318274472629 0.14391723961 0.772842037115
12.8 -0.00822374632521 0.705409707171 -0.00270323049203 0.144081383691 0.777733515507
12.85 -0.00836207701425 0.708474359219 -0.00282999706974 0.143730231692 0.783316875513
12.9 -0.00849600930525 0.711864079003 -0.00252729457034 0.143374794689 0.78954225168
12.95 -0.00862225210534 0.715560942184 -0.0025224174332 0.143437064475 0.796349753163
13.0 -0.00875017687322 0.719538728426 -0.00259457328192 0.143243871679 0.803645836064
13.05 -0.00888347830546 0.723786815719 -0.00273748400744 0.143633595799 0.811440167217
13.1 -0.00902465761992 0.728310394866 -0.00290968857125 0.143536592312 0.819770993874
13.15 -0.00916923545079 0.733074699909 -0.00287342466351 0.143279443499 0.828546497871
13.2 -0.00931617857734 0.738059529703 -0.0030043003986 0.143403762095 0.837704064126
13.25 -0.00946923827302 0.743268668383 -0.00311808742847 0.143374416609 0.847280569604
13.3 -0.00961890791526 0.748687315495 -0.00286869826119 0.143673260957 0.857277166722
13.35 -0.00975623233297 0.754266716863 -0.00262427844728 0.143131897499 0.867564114111
13.4 -0.00988038966455 0.759965163262 -0.0023420148156 0.142686785676 0.878005912989
13.45 -0.00999692316451 0.76576280643 -0.002319325183 0.142888088816 0.888544033807
13.5 -0.0101094740001 0.771642383453 -0.00218270823964 0.143304149671 0.899139807732
13.55 -0.0102058125288 0.777567800453 -0.00167083291028 0.143030860851 0.909711616955
13.6 -0.0102794188809 0.783500289985 -0.00127342117418 0.14311730419 0.920181129881
13.65 -0.0103365759224 0.789430722991 -0.00101286048448 0.143506154496 0.93055542435
13.7 -0.0103863968796 0.795338971054 -0.000979977804132 0.143947520653 0.940792333302
13.75 -0.0104329367576 0.801226720582 -0.000881617314239 0.144880681602 0.950893808258
13.8 -0.0104662491722 0.807057712036 -0.000450879270347 0.14512821286 0.960820467962
13.85 -0.010476842525 0.812779477905 2.71451571433e-05 0.145459831912 0.970474656327
13.9 -0.0104693659737 0.818393125777 0.000271916897207 0.145700290618 0.979883340843
13.95 -0.0104469645685 0.823884409788 0.000624139308395 0.146631773383 0.989063787609
14.0 -0.0104143033314 0.829267281659 0.000682310176724 0.147123041358 0.998066697425
14.05 -0.0103679694935 0.834533138835 0.00117104333829 0.147378369597 1.00688232667
14.1 -0.0102903016771 0.839675918332 0.00193566931814 0.148209300278 1.01555598708
14.15 -0.0101909376961 0.844700382397 0.00203888992243 0.148327881597 1.02411110337
14.2 -0.0100795341888 0.849593296279 0.00241725036986 0.149005319814 1.03250364656
14.25 -0.00994260631322 0.854320512547 0.00305986465289 0.149112129834 1.04066310879
14.3 -0.00978524596427 0.858835760183 0.00323454930516 0.149111810276 1.04847516726
14.35 -0.00961216001566 0.863092316426 0.00368888863913 0.149262972597 1.05581493621
14.4 -0.00942810931451 0.867074782044 0.00367313940677 0.149510315695 1.06262714905
14.45 -0.00924579966824 0.870802864767 0.00361924644396 0.149514449924 1.068956892
14.5 -0.00906546342546 0.874262849909 0.00359420326758 0.149002168386 1.07475371491
14.55 -0.00886718988969 0.877429417095 0.0043367381631 0.14895463698 1.07994714834
14.6 -0.00865209552225 0.880304935165 0.00426703653438 0.149010887401 1.08452445816
14.65 -0.00844577163035 0.882890422651 0.00398591914153 0.149080132856 1.08847658554
14.7 -0.00825277899245 0.885154075328 0.00373378637482 0.149040281609 1.09172317562
14.75 -0.00806532656903 0.887101566355 0.00376431056185 0.149454596985 1.0942790391
14.8 -0.00787469282715 0.888759905355 0.00386103911324 0.149862988453 1.09622507014
14.85 -0.00768133737816 0.890133395941 0.00387317884653 0.149782843784 1.09758602448
14.9 -0.00747838352178 0.891215327364 0.00424497540837 0.150413185689 1.09834144023
14.95 -0.00726001112114 0.892019224561 0.00448992061723 0.150472419947 1.09851689422
15.0 -0.00702380958583 0.89254712167 0.00495814079519 0.15042490921 1.09812802146
15.05 -0.00678079475323 0.892792397906 0.00476245250883 0.150629548564 1.09718414871
15.1 -0.00655096277731 0.892741555362 0.00443082652796 0.150761173941 1.09566207806
15.15 -0.00633010289554 0.892431945317 0.00440356874319 0.150922665282 1.09368088294
15.2 -0.00612083855374 0.891903551513 0.00396700492852 0.151079369012 1.09134701342
15.25 -0.00591728569637 0.891145673351 0.00417510936649 0.151588050852 1.08859013099
15.3 -0.00570792360023 0.890164209228 0.00419937447904 0.152005986945 1.08547386869
15.35 -0.00549156239988 0.888952682724 0.00445507353489 0.151871888989 1.08203636329
15.4 -0.00528559635612 0.887514974141 0.00378356821565 0.151442012847 1.07826585897
15.45 -0.00510073255578 0.885887009831 0.00361098379789 0.151349135273 1.07424823384
15.5 -0.00491542096129 0.884071880101 0.00380147998156 0.151135307047 1.07000513113
15.55 -0.00473431942329 0.88206889779 0.00344258153861 0.15128480797 1.06550840671
15.6 -0.00456511191145 0.87992432976 0.00332571893485 0.150845431805 1.06084563541
15.65 -0.00441652048193 0.877652984818 0.00261793824599 0.150393436175 1.05602941551
15.7 -0.00429364469077 0.875254441331 0.00229709340044 0.14965861932 1.0510653243
15.75 -0.00420271004423 0.872733842108 0.00134029246111 0.149447241385 1.04599342301
15.8 -0.00414342018792 0.870107511868 0.00103130179146 0.148839412303 1.04083190479
15.85 -0.00410520223809 0.867398174153 0.000497416201437 0.148195673708 1.03563600625
15.9 -0.004097526432 0.86461328363 -0.000190383957647 0.14722203098 1.03041425433
15.95 -0.00411878992857 0.86176332155 -0.000660155905055 0.146685842363 1.02515956191
16.0 -0.0041668082746 0.858866319603 -0.00126057793642 0.146316540188 1.01990251871
16.05 -0.00424809941376 0.855891104059 -0.00199106762962 0.145646724507 1.01452914235
16.1 -0.00435277655879 0.852806972423 -0.00219601817186 0.145181734402 1.00893313194
16.15 -0.00446509351177 0.849647817632 -0.00229665994708 0.144467658635 1.00319760068
16.2 -0.00457406098941 0.846415457513 -0.00206203915877 0.143901815245 0.997309559227
16.25 -0.00468157758193 0.843128813833 -0.00223862454207 0.143423313273 0.991288077151
